review_id,clip_cross_modal
R00551,0.23311925
R00552,0.20439985
R00553,0.18906249
R00554,0.210641
R00555,0.24316351
R00556,0.18594709
R00557,0.18394566
R00558,0.2431134
R00559,0.29719716
R00560,0.2331852
R00561,0.24144633
R00562,0.28338802
R00563,0.23286974
R00564,0.31334853
R00565,0.22667009
R00566,0.27397817
R00567,0.20570104
R00568,0.22580332
R00569,0.17858025
R00570,0.2142838
R00571,0.21081479
R00572,0.15121058
R00573,0.17602764
R00574,0.13888274
R00575,0.12954216
R00576,0.27196544
R00577,0.21673094
R00578,0.23057167
R00579,0.1481688
R00580,0.18867107
R00581,0.24316537
R00582,0.22036713
R00583,0.1989995
R00584,0.1796073
R00585,0.13005748
R00586,0.12459873
R00587,0.20231462
R00588,0.13259725
R00589,0.23425531
R00590,0.1815376
R00591,0.21191247
R00592,0.16898766
R00593,0.24675252
R00594,0.25921428
R00595,0.21546832
R00596,0.18873969
R00597,0.23929566
R00598,0.14744708
R00599,0.16326763
R00600,0.24607234
R00601,0.16868705
R00602,0.22123784
R00603,0.19141656
R00604,0.25125048
R00605,0.15066966
R00606,0.2221469
R00607,0.26025695
R00608,0.20104486
R00609,0.23969887
R00610,0.21088892
R00611,0.13975005
R00612,0.24112517
R00613,0.21274191
R00614,0.28571868
R00615,0.19775131
R00616,0.15475142
R00617,0.21943825
R00618,0.2791838
R00619,0.25007218
R00620,0.21790743
R00621,0.15461197
R00622,0.17663044
R00623,0.18618396
R00624,0.14472869
R00625,0.13117018
R00626,0.23031408
R00627,0.18120858
R00628,0.17394574
R00629,0.19519857
R00630,0.22818705
R00631,0.2363195
R00632,0.22087058
R00633,0.21174651
R00634,0.20749648
R00635,0.24178839
R00636,0.1484721
R00637,0.18561907
R00638,0.17901409
R00639,0.15282698
R00640,0.1698775
R00641,0.13963102
R00642,0.27614516
R00643,0.29122108
R00644,0.2596881
R00645,0.21327582
R00646,0.25726652
R00647,0.18293688
R00648,0.26482508
R00649,0.2147332
R00650,0.22615731
R00651,0.19820851
R00652,0.18695153
R00653,0.22484991
R00654,0.19781584
R00655,0.1590529
R00656,0.1986281
R00657,0.2545466
R00658,0.17182952
R00659,0.19496846
R00660,0.189776
R00661,0.1694857
R00662,0.15603162
R00663,0.30668023
R00664,0.21753359
R00665,0.20609075
R00666,0.1390809
R00667,0.2363483
R00668,0.17509253
R00669,0.17568287
R00670,0.24240762
R00671,0.22093749
R00672,0.17191881
R00673,0.15213865
R00674,0.1945441
R00675,0.2449169
R00676,0.15806633
R00677,0.24775553
R00678,0.20271397
R00679,0.23707032
R00680,0.16735213
R00681,0.29944807
R00682,0.18723139
R00683,0.17315733
R00684,0.25523654
R00685,0.20516369
R00686,0.18719998
R00687,0.23737419
R00688,0.11701098
R00689,0.27130648
R00690,0.19000147
R00691,0.2504567
R00692,0.17927507
R00693,0.17274672
R00694,0.19773552
R00695,0.3163605
R00696,0.16669959
R00697,0.1852259
R00698,0.09596218
R00699,0.18487608
R00700,0.18665084
R00701,0.20820138
R00702,0.22246152
R00703,0.20897749
R00704,0.22881034
R00705,0.20130892
R00706,0.26715213
R00707,0.18294893
R00708,0.20368683
R00709,0.21675718
R00710,0.18765667
R00711,0.26141512
R00712,0.27833855
R00713,0.195562
R00714,0.2755747
R00715,0.19756043
R00716,0.22374094
R00717,0.2029848
R00718,0.18360212
R00719,0.11220689
R00720,0.23091522
R00721,0.19821993
R00722,0.2389964
R00723,0.18005791
R00724,0.17106822
R00725,0.22350943
R00726,0.25617415
R00727,0.17171967
R00728,0.25254387
R00729,0.23646037
R00730,0.2396378
R00731,0.21321574
R00732,0.2617545
R00733,0.19546428
R00734,0.1240006
R00735,0.29007763
R00736,0.21868902
R00737,0.18043524
R00738,0.1782037
R00739,0.20463844
R00740,0.18065032
R00741,0.23665817
R00742,0.25147715
R00743,0.26065856
R00744,0.25344646
R00745,0.24358258
R00746,0.1716586
R00747,0.18922976
R00748,0.3303711
R00749,0.23697202
R00750,0.16759026
R00751,0.18255007
R00752,0.24150029
R00753,0.225997
R00754,0.29368776
R00755,0.231821
R00756,0.17223808
R00757,0.24615683
R00758,0.21108544
R00759,0.1645443
R00760,0.22533476
R00761,0.15398327
R00762,0.25058162
R00763,0.25768402
R00764,0.17266357
R00765,0.23643889
R00766,0.14189062
R00767,0.1900922
R00768,0.2007043
R00769,0.1375455
R00770,0.16212301
R00771,0.15506276
R00772,0.18902299
R00773,0.2680177
R00774,0.20631745
R00775,0.25177044
R00776,0.2111054
R00777,0.20186695
R00778,0.27081004
R00779,0.23002815
R00780,0.14149547
R00781,0.19250429
R00782,0.18857306
R00783,0.2613321
R00784,0.17004117
R00785,0.16407011
R00786,0.20247823
R00787,0.1722315
R00788,0.20285472
R00789,0.16014838
R00790,0.2825729
R00791,0.1831407
R00792,0.15076745
R00793,0.22696844
R00794,0.2619953
R00795,0.2967627
R00796,0.22090246
R00797,0.10537494
R00798,0.21907178
R00799,0.2573251
R00800,0.31140214
R00801,0.18559179
R00802,0.10709637
R00803,0.14357093
R00804,0.1796383
R00805,0.20826253
R00806,0.20979787
R00807,0.26704305
R00808,0.14164096
R00809,0.21899341
R00810,0.22702019
R00811,0.2617317
R00812,0.1469298
R00813,0.24236915
R00814,0.15175565
R00815,0.2217775
R00816,0.26537707
R00817,0.23177586
R00818,0.20247902
R00819,0.24031083
R00820,0.13759016
R00821,0.25395995
R00822,0.15680186
R00823,0.13144337
R00824,0.23702538
R00825,0.22373044
R00826,0.15617602
R00827,0.2254505
R00828,0.2369987
R00829,0.20985425
R00830,0.20128176
R00831,0.27196607
R00832,0.19617958
R00833,0.2506262
R00834,0.22312665
R00835,0.17242841
R00836,0.25192294
R00837,0.14012276
R00838,0.10831527
R00839,0.2368223
R00840,0.17612183
R00841,0.19884306
R00842,0.16073832
R00843,0.27378836
R00844,0.24133871
R00845,0.20404443
R00846,0.2131347
R00847,0.13865748
R00848,0.2189821
R00849,0.19116616
R00850,0.15439142
R00851,0.24659717
R00852,0.2323609
R00853,0.23586592
R00854,0.26557377
R00855,0.16672654
R00856,0.16366033
R00857,0.27224207
R00858,0.15123796
R00859,0.18246567
R00860,0.17752826
R00861,0.22903918
R00862,0.21847087
R00863,0.1941151
R00864,0.2608587
R00865,0.24012063
R00866,0.23370916
R00867,0.22815949
R00868,0.22397356
R00869,0.23725751
R00870,0.22406606
R00871,0.19694893
R00872,0.18513411
R00873,0.29999965
R00874,0.2797265
R00875,0.1952701
R00876,0.2318514
R00877,0.15229064
R00878,0.23055516
R00879,0.16518846
R00880,0.13723573
R00881,0.26840448
R00882,0.1976433
R00883,0.20003842
R00884,0.23380262
R00885,0.28162855
R00886,0.13384642
R00887,0.11013958
R00888,0.22458804
R00889,0.23757684
R00890,0.21285093
R00891,0.22045735
R00892,0.20987937
R00893,0.2599552
R00894,0.175078
R00895,0.2691765
R00896,0.21149668
R00897,0.24151984
R00898,0.26207256
R00899,0.19213396
R00900,0.17649573
R00901,0.27073532
R00902,0.2945227
R00903,0.18521926
R00904,0.13425355
R00905,0.16991375
R00906,0.2479037
R00907,0.23081955
R00908,0.12694807
R00909,0.14261319
R00910,0.2309947
R00911,0.11565432
R00912,0.29791123
R00913,0.19193785
R00914,0.12052602
R00915,0.13329652
R00916,0.23354805
R00917,0.20497954
R00918,0.16480842
R00919,0.21736616
R00920,0.22009227
R00921,0.23470888
R00922,0.20824797
R00923,0.15452176
R00924,0.1895203
R00925,0.2564978
R00926,0.20820117
R00927,0.17707385
R00928,0.23270714
R00929,0.13640437
R00930,0.20070451
R00931,0.2826072
R00932,0.28912175
R00933,0.27472302
R00934,0.13810809
R00935,0.2567219
R00936,0.16646254
R00937,0.18100256
R00938,0.25539628
R00939,0.22638163
R00940,0.2481561
R00941,0.23345166
R00942,0.25050354
R00943,0.2521888
R00944,0.22467147
R00945,0.10408683
R00946,0.12617826
R00947,0.115123555
R00948,0.20229624
R00949,0.15513429
R00950,0.2550016
R00951,0.21142203
R00952,0.17989999
R00953,0.24971041
R00954,0.27167732
R00955,0.20379092
R00956,0.16824663
R00957,0.21908551
R00958,0.0783709
R00959,0.19870749
R00960,0.20606603
R00961,0.24293692
R00962,0.17573705
R00963,0.13463965
R00964,0.19591758
R00965,0.17460482
R00966,0.16448064
R00967,0.13199583
R00968,0.25139856
R00969,0.21867287
R00970,0.24332619
R00971,0.09419766
R00972,0.21358792
R00973,0.16156256
R00974,0.27634588
R00975,0.20385869
R00976,0.23197483
R00977,0.18890476
R00978,0.1837345
R00979,0.24495558
R00980,0.17814943
R00981,0.15213332
R00982,0.21979381
R00983,0.17237948
R00984,0.22762516
R00985,0.2678573
R00986,0.29933947
R00987,0.09481053
R00988,0.19020456
R00989,0.12727214
R00990,0.16066359
R00991,0.20077528
R00992,0.119921125
R00993,0.25058353
R00994,0.23385218
R00995,0.23828816
R00996,0.20736086
R00997,0.24079466
R00998,0.2713009
R00999,0.17087159
R01000,0.2522429
R01001,0.17109439
R01002,0.18758854
R01003,0.24834317
R01004,0.20467898
R01005,0.19551605
R01006,0.18232977
R01007,0.20920032
R01008,0.22217135
R01009,0.13482657
R01010,0.2564206
R01011,0.1980284
R01012,0.18423632
R01013,0.2053226
R01014,0.18654054
R01015,0.13683906
R01016,0.19475111
R01017,0.15095815
R01018,0.15824012
R01019,0.21798252
R01020,0.21983874
R01021,0.19898888
R01022,0.22242421
R01023,0.23780674
R01024,0.22178873
R01025,0.15269485
R01026,0.268593
R01027,0.23417142
R01028,0.13938019
R01029,0.24828446
R01030,0.22717269
R01031,0.16684803
R01032,0.28354356
R01033,0.23027176
R01034,0.18089217
R01035,0.19326815
R01036,0.20907854
R01037,0.23811606
R01038,0.19722351
R01039,0.20614941
R01040,0.19773483
R01041,0.2236068
R01042,0.21184736
R01043,0.22492227
R01044,0.24653181
R01045,0.1972126
R01046,0.18354373
R01047,0.23960099
R01048,0.25522017
R01049,0.20614327
R01050,0.1840304
R01051,0.14637446
R01052,0.25794968
R01053,0.27538857
R01054,0.15554681
R01055,0.15653372
R01056,0.22960484
R01057,0.12400365
R01058,0.22205822
R01059,0.1376383
R01060,0.1500374
R01061,0.18764019
R01062,0.16469614
R01063,0.20606482
R01064,0.24558067
R01065,0.23577613
R01066,0.19290215
R01067,0.1925246
R01068,0.14721248
R01069,0.21300973
R01070,0.08474843
R01071,0.15766965
R01072,0.21467179
R01073,0.21563348
R01074,0.24022785
R01075,0.19036108
R01076,0.1728459
R01077,0.21191409
R01078,0.16606909
R01079,0.22441152
R01080,0.252935
R01081,0.19790769
R01082,0.2631462
R01083,0.22579007
R01084,0.25345272
R01085,0.13261577
R01086,0.18646082
R01087,0.27565673
R01088,0.1884481
R01089,0.12063934
R01090,0.17703153
R01091,0.21483576
R01092,0.25115126
R01093,0.26407617
R01094,0.16552892
R01095,0.2713017
R01096,0.20369169
R01097,0.23583522
R01098,0.16628653
R01099,0.23478845
R01100,0.18034656
R01101,0.2049268
R01102,0.18923192
R01103,0.10218875
R01104,0.224109
R01105,0.2608425
R01106,0.2069646
R01107,0.14673299
R01108,0.23039854
R01109,0.28662848
R01110,0.19134852
R01111,0.15839264
R01112,0.20059422
R01113,0.20226231
R01114,0.18640776
R01115,0.19619353
R01116,0.17639692
R01117,0.22023919
R01118,0.233933
R01119,0.26922238
R01120,0.24808781
R01121,0.24172747
R01122,0.15792908
R01123,0.20709504
R01124,0.28850698
R01125,0.15149948
R01126,0.1803162
R01127,0.16335818
R01128,0.21534255
R01129,0.24086103
R01130,0.2641124
R01131,0.21344295
R01132,0.18405944
R01133,0.28019327
R01134,0.1440845
R01135,0.1788333
R01136,0.3216526
R01137,0.20914142
R01138,0.21513405
R01139,0.24532236
R01140,0.18063632
R01141,0.21872103
R01142,0.18093957
R01143,0.20060274
R01144,0.21851094
R01145,0.24198428
R01146,0.21859036
R01147,0.10828234
R01148,0.17662916
R01149,0.2542625
R01150,0.2233322
R01151,0.11108038
R01152,0.22565462
R01153,0.21649499
R01154,0.27449235
R01155,0.2156494
R01156,0.19392204
R01157,0.26410824
R01158,0.30320293
R01159,0.2460005
R01160,0.13410863
R01161,0.25450253
R01162,0.21385476
R01163,0.1632598
R01164,0.24155316
R01165,0.24908245
R01166,0.27283126
R01167,0.16631117
R01168,0.20719838
R01169,0.19211857
R01170,0.12066746
R01171,0.17961553
R01172,0.2838641
R01173,0.26561725
R01174,0.19335167
R01175,0.16248325
R01176,0.16260701
R01177,0.23899195
R01178,0.21007153
R01179,0.19218567
R01180,0.20256497
R01181,0.18448703
R01182,0.2225274
R01183,0.2109589
R01184,0.27033693
R01185,0.22070485
R01186,0.1877447
R01187,0.13273999
R01188,0.09674271
R01189,0.20273307
R01190,0.1996839
R01191,0.23203093
R01192,0.20899431
R01193,0.14637214
R01194,0.19357084
R01195,0.2062832
R01196,0.16907725
R01197,0.26369432
R01198,0.16775167
R01199,0.15762602
R01200,0.1942738
R01201,0.19712329
R01202,0.3084875
R01203,0.15657137
R01204,0.24207379
R01205,0.22251594
R01206,0.1602854
R01207,0.1438274
R01208,0.18950896
R01209,0.18155725
R01210,0.23376596
R01211,0.15338084
R01212,0.24270624
R01213,0.19065173
R01214,0.21431112
R01215,0.13246182
R01216,0.23920767
R01217,0.24390861
R01218,0.21850811
R01219,0.18924493
R01220,0.23584539
R01221,0.25143513
R01222,0.2541579
R01223,0.18392573
R01224,0.29390025
R01225,0.25363582
R01226,0.15699624
R01227,0.14277709
R01228,0.25541824
R01229,0.18856925
R01230,0.24646953
R01231,0.2817626
R01232,0.19966765
R01233,0.18650885
R01234,0.16845298
R01235,0.261104
R01236,0.24714011
R01237,0.17998299
R01238,0.13284703
R01239,0.19409947
R01240,0.24567077
R01241,0.21167511
R01242,0.29709235
R01243,0.16024426
R01244,0.2628812
R01245,0.3182968
R01246,0.23224694
R01247,0.27806258
R01248,0.23553465
R01249,0.23750488
R01250,0.2222411
R01251,0.27318335
R01252,0.23010753
R01253,0.1453797
R01254,0.15788266
R01255,0.23821664
R01256,0.23740408
R01257,0.18991135
R01258,0.27383634
R01259,0.23501547
R01260,0.17146382
R01261,0.12910907
R01262,0.14312522
R01263,0.19893473
R01264,0.25601956
R01265,0.2035554
R01266,0.21180685
R01267,0.2602502
R01268,0.2595542
R01269,0.19161472
R01270,0.23366608
R01271,0.29210842
R01272,0.26786432
R01273,0.29508373
R01274,0.2508165
R01275,0.20373622
R01276,0.26011446
R01277,0.2680265
R01278,0.19643125
R01279,0.1669791
R01280,0.18270501
R01281,0.2726705
R01282,0.28367966
R01283,0.1864125
R01284,0.18898137
R01285,0.25857803
R01286,0.22449842
R01287,0.25873613
R01288,0.17804804
R01289,0.16052943
R01290,0.306725
R01291,0.2112391
R01292,0.09672592
R01293,0.23034808
R01294,0.3233908
R01295,0.17144448
R01296,0.18864232
R01297,0.14130406
R01298,0.20795429
R01299,0.19200191
R01300,0.20184904
R01301,0.33352888
R01302,0.14052014
R01303,0.19717695
R01304,0.23048627
R01305,0.16286351
R01306,0.25676703
R01307,0.21357122
R01308,0.23860882
R01309,0.16434215
R01310,0.19559261
R01311,0.2016381
R01312,0.16639408
R01313,0.2707436
R01314,0.19292764
R01315,0.24301535
R01316,0.1580146
R01317,0.1587635
R01318,0.18236022
R01319,0.24633518
R01320,0.16273451
R01321,0.1826403
R01322,0.2340614
R01323,0.25653106
R01324,0.15850595
R01325,0.15932694
R01326,0.21647398
R01327,0.18883777
R01328,0.25510085
R01329,0.22616112
R01330,0.15841699
R01331,0.17421699
R01332,0.1493728
R01333,0.20942847
R01334,0.22402753
R01335,0.21659464
R01336,0.27202657
R01337,0.22119424
R01338,0.100343764
R01339,0.166249
R01340,0.18548921
R01341,0.20255922
R01342,0.16781923
R01343,0.12768687
R01344,0.2123581
R01345,0.17641774
R01346,0.20083322
R01347,0.2422037
R01348,0.26162934
R01349,0.14685273
R01350,0.21260649
R01351,0.22584552
R01352,0.16293666
R01353,0.20225969
R01354,0.23127735
R01355,0.20705074
R01356,0.13688117
R01357,0.17787838
R01358,0.23277652
R01359,0.15169835
R01360,0.17349905
R01361,0.17591578
R01362,0.13969362
R01363,0.17738487
R01364,0.11900287
R01365,0.25265846
R01366,0.22380102
R01367,0.12125464
R01368,0.262588
R01369,0.22926873
R01370,0.17307109
R01371,0.19931147
R01372,0.16925319
R01373,0.17872518
R01374,0.1552334
R01375,0.21238032
R01376,0.30393162
R01377,0.21285436
R01378,0.21553937
R01379,0.28204155
R01380,0.16657233
R01381,0.21857557
R01382,0.17638403
R01383,0.27408063
R01384,0.13327627
R01385,0.13051423
R01386,0.19186977
R01387,0.217487
R01388,0.16504547
R01389,0.22163388
R01390,0.112274036
R01391,0.27602556
R01392,0.1751864
R01393,0.22140504
R01394,0.24006441
R01395,0.18660858
R01396,0.29890823
R01397,0.22555421
R01398,0.21442932
R01399,0.18292293
